bookId,COUNT(*),cnum
9932,12,12
9936,80,80
9947,14,14
9955,11,11
9956,12,12
9959,12,12
9960,13,13
9961,12,12
9964,10,10
9965,12,12
9966,23,13
9967,12,12
9972,11,11
9981,11,11
9982,18,18
9984,13,13
9987,8,8
9988,9,9
9991,13,13
9992,12,12
9993,19,19
10038,10,10
10042,12,12
10051,87,87
10099,12,12
10102,10,10
10108,20,10
10110,4,4
10118,9,9
10133,16,16
10141,10,10
10143,10,10
10146,11,11
10158,12,12
10165,11,11
10167,13,13
10172,15,15
10174,14,14
10177,15,15
10178,12,12
10183,61,61
10197,14,14
10205,12,12
10211,13,13
10212,11,11
10214,13,13
10215,11,11
10218,12,12
10253,12,12
10263,12,12
10268,12,12
10273,11,11
10285,21,11
10290,11,11
10296,14,14
10301,20,20
10343,3,3
10357,10,10
10362,15,15
10363,11,11
10367,10,10
10369,19,19
10373,13,13
10376,11,11
10389,12,12
10391,37,37
10392,12,12
10399,12,12
10401,12,12
10404,11,11
10407,149,149
10409,10,10
10410,12,12
10412,20,20
10417,82,82
10418,11,11
10422,12,12
10423,11,11
10425,12,12
10426,12,12
10429,14,14
10430,10,10
10437,12,12
10441,10,10
10444,14,14
10445,11,11
10450,78,78
10456,10,10
10458,12,12
10461,17,17
10468,10,10
10476,31,31
10484,32,32
10486,13,13
10514,166,166
10531,117,117
10536,11,11
10538,37,37
10539,10,10
10542,11,11
10544,11,11
10547,10,10
10548,140,70
10555,11,11
10556,12,12
10561,7,7
10562,15,15
10564,12,12
10565,13,13
10571,12,12
10572,11,11
10573,13,13
10574,20,20
10579,12,12
10581,12,12
10586,76,76
10595,12,12
10597,13,13
10598,11,11
10608,12,12
10609,11,11
10612,14,14
10627,13,13
10628,145,145
10636,15,15
10644,11,11
10645,20,20
10647,16,7
10649,12,12
10650,12,12
10659,11,11
10661,17,17
10670,12,12
10671,13,13
10672,10,10
10674,11,11
10675,14,14
10677,38,38
10681,11,11
10683,24,12
10685,21,21
10687,12,12
10688,201,100
10689,13,13
10695,11,11
10698,12,12
10699,13,13
10702,13,13
10706,12,12
10711,11,11
10718,122,122
10721,10,10
10722,10,10
10725,136,136
10747,4,4
10750,15,15
10755,13,13
10756,13,13
10758,13,13
10764,12,12
10769,33,33
10771,23,23
10776,11,11
10785,10,10
10787,11,11
10791,13,13
10794,16,16
10797,8,8
10798,44,44
10800,12,12
10804,11,11
10807,15,15
10808,10,10
10810,14,14
10811,11,11
10813,11,11
10814,38,38
10820,21,21
10821,21,21
10824,12,12
10828,13,13
10833,11,11
10835,12,12
10837,12,12
10839,9,9
10841,9,9
10843,38,38
10847,13,13
10848,13,13
10853,11,11
10855,11,11
10861,11,11
10866,193,193
10870,11,11
10872,12,12
10873,13,13
10875,20,10
10881,11,11
10883,13,13
10885,11,11
10886,16,16
10889,11,11
10890,92,92
10893,69,69
10896,11,11
10899,10,10
10906,11,11
10907,12,12
10909,12,12
10916,11,11
10921,11,11
10925,11,11
10931,13,13
10933,14,14
10935,13,13
10938,12,12
10942,11,11
10944,20,20
10948,73,73
10961,10,10
10974,13,13
10978,13,13
10980,13,13
10981,12,12
10982,12,12
10986,12,12
10995,45,45
10998,12,12
11003,13,13
11005,13,13
11011,12,12
11012,37,37
11017,13,13
11021,11,11
11024,103,103
11025,9,9
11032,102,102
11034,9,9
11036,183,183
11038,10,10
11045,12,12
11046,13,13
11047,28,28
11049,14,14
11052,151,151
11062,42,42
11063,11,11
11065,35,35
11069,51,51
11072,14,14
11078,10,10
11080,10,10
11082,12,12
11084,12,12
11085,13,13
11088,12,12
11090,12,12
11103,52,52
11112,11,11
11117,45,45
11125,21,21
11128,11,11
11131,20,10
11132,10,10
11134,10,10
11135,89,89
11136,11,11
11142,11,11
11144,11,11
11146,11,11
11148,12,12
11149,10,10
11158,91,91
11159,10,10
11165,12,12
11166,12,12
11170,12,12
11174,11,11
11178,12,12
11180,10,10
11184,11,11
11187,13,13
11193,11,11
11200,11,11
11201,12,12
11202,47,47
11205,13,13
11214,11,11
11215,152,152
11225,12,12
11227,13,13
11228,13,13
11232,11,11
11233,11,11
11245,10,10
11249,11,11
11251,10,10
11256,13,13
11263,12,12
11265,12,12
11268,13,13
11277,74,74
11280,12,12
11282,12,12
11283,13,13
11287,19,19
11292,14,14
11305,11,11
11308,12,12
11310,10,10
11311,94,94
11318,11,11
11320,11,11
11326,13,13
11330,15,15
11331,12,12
11336,11,11
11342,12,12
11343,13,13
11346,11,11
11347,12,12
11356,10,10
11363,10,10
11364,11,11
11366,180,43
11369,10,10
11372,13,13
11373,25,25
11374,11,11
11377,10,10
11379,39,39
11384,12,12
11386,10,10
11392,9,9
11397,10,10
11399,20,20
11400,10,10
11403,55,55
11413,25,25
11414,10,10
11419,9,9
11421,52,52
11423,21,21
11425,10,10
11431,12,12
11433,5,5
11435,15,15
11439,12,12
11443,11,11
11445,11,11
11449,11,11
11450,16,16
11453,10,10
11455,10,10
11457,10,10
11461,11,11
11470,186,186
11482,12,12
11483,14,14
11485,12,12
11492,12,12
11501,65,65
11505,13,13
11508,10,10
11512,12,12
11516,13,13
11517,10,10
11518,38,38
11525,10,10
11526,11,11
11533,12,12
11547,12,12
11552,11,11
11553,10,10
11560,11,11
11568,13,13
11570,10,10
11575,11,11
11576,3,3
11585,10,10
11586,12,12
11597,14,14
11598,12,12
11599,10,10
11600,11,11
11604,13,13
11606,10,10
11609,10,10
11610,16,16
11611,22,22
11625,12,12
11628,11,11
11629,14,14
11642,11,11
11646,120,60
11647,11,11
11649,118,118
11650,51,51
11651,10,10
11658,13,13
11662,22,22
11667,11,11
11671,12,12
11672,11,11
11674,11,11
11676,11,11
11678,131,131
11686,11,11
11689,12,12
11691,10,10
11700,149,149
11702,22,22
11709,11,11
11711,9,9
11713,139,70
11721,11,11
11724,12,12
11729,11,11
11730,9,9
11732,10,10
11734,10,10
11743,13,13
11747,3,3
11748,12,12
11749,14,14
11751,9,9
11752,14,14
11755,13,13
11756,167,167
11771,142,142
11774,3,3
11775,148,148
11780,11,11
11781,249,249
11782,11,11
11784,89,89
11786,14,14
11789,12,12
11790,12,12
11791,9,9
11795,12,12
11796,110,110
11797,197,197
11803,12,12
11804,347,347
11807,11,11
11809,24,24
11818,77,77
11824,49,49
11825,9,9
11826,14,14
11827,13,13
11830,10,10
11833,8,8
11835,13,13
11837,12,12
11839,12,12
11849,11,11
11851,12,12
11852,17,17
11853,12,12
11855,15,15
11857,21,21
11862,37,37
11867,123,123
11869,14,14
11872,8,8
11873,11,11
11879,15,15
11881,11,11
11890,12,12
11897,13,13
11898,13,13
11902,10,10
11906,37,37
11907,13,13
11909,11,11
11916,10,10
11922,11,11
11926,11,11
11927,11,11
11928,10,10
11930,11,11
11932,11,11
11941,12,12
11942,63,63
11948,4,4
11955,12,12
11963,11,11
11964,11,11
11965,10,10
11967,11,11
11968,8,8
11970,11,11
11973,11,11
11979,8,8
11982,14,14
11983,11,11
11988,112,112
11990,73,73
11993,163,163
11997,10,10
11999,11,11
12007,11,11
12011,129,129
12014,12,12
12015,11,11
12016,12,12
12020,12,12
12023,10,10
12028,14,14
12035,14,14
12037,20,20
12039,28,28
12043,9,9
12047,9,9
12048,8,8
12053,12,12
12056,11,11
12057,11,11
12058,11,11
12064,22,22
12069,11,11
12070,10,10
12079,99,99
12080,100,100
12085,10,10
12086,10,10
12092,13,13
12097,15,15
12098,61,61
12101,14,14
12106,11,11
12109,11,11
12110,128,128
12112,8,8
12114,12,12
12117,8,8
12119,13,13
12123,11,11
12124,10,10
12125,94,94
12127,12,12
12132,11,11
12135,13,13
12137,12,12
12138,12,12
12141,11,11
12142,122,122
12143,11,11
12144,11,11
12145,8,8
12147,13,13
12148,11,11
12150,12,12
12151,11,11
12154,11,11
12181,12,12
12185,16,16
12191,11,11
12192,14,14
12194,11,11
12200,12,12
12202,3,3
12203,14,14
12212,11,11
12215,10,10
12217,10,10
12218,27,27
12225,123,123
12229,50,50
12233,10,10
12234,12,12
12242,8,8
12243,12,12
12252,13,13
12253,10,10
12254,68,68
12256,11,11
12258,18,18
12259,12,12
12262,11,11
12266,9,9
12267,11,11
12268,10,10
12277,11,11
12280,11,11
12282,6,6
12285,12,12
12287,10,10
12288,29,29
12290,12,12
12292,12,12
12293,13,13
12297,9,9
12308,11,11
12310,117,117
12311,10,10
12314,15,15
12320,11,11
12322,11,11
12329,11,11
12331,156,156
12332,10,10
12333,12,12
12334,13,13
12335,12,12
12336,13,13
12339,10,10
12341,14,14
12345,15,15
12348,12,12
12350,11,11
12351,10,10
12352,11,11
12356,16,16
12360,11,11
12363,13,13
12367,12,12
12371,11,11
12372,66,66
12376,177,177
12377,19,19
12384,99,99
12385,11,11
12386,96,96
12390,21,21
12391,14,14
12397,12,12
12398,14,14
12410,129,129
12411,16,16
12418,34,34
12419,75,75
12424,11,11
12425,11,11
12429,11,11
12430,14,14
12432,14,14
12433,235,118
12436,62,62
12438,12,12
12449,16,16
12450,6,6
12452,38,38
12456,12,12
12468,10,10
12469,143,73
12475,119,119
12479,13,13
12483,12,12
12504,53,53
12507,10,10
12511,10,10
12514,10,10
12520,21,21
12524,13,13
12529,20,20
12531,12,12
12535,11,11
12538,11,11
12545,13,13
12546,97,97
12549,13,13
12553,14,14
12554,12,12
12559,12,12
12562,92,92
12564,23,12
12574,13,13
12575,11,11
12577,10,10
12579,13,13
12580,158,158
12581,10,10
12582,10,10
12586,10,10
12591,21,21
12592,12,12
12593,11,11
12596,12,12
12597,14,14
12599,12,12
12611,11,11
12619,52,52
12620,9,9
12622,11,11
12624,12,12
12630,11,11
12633,12,12
12634,9,9
12641,11,11
12643,195,195
12648,14,14
12649,12,12
12655,13,13
12656,12,12
12658,13,13
12661,12,12
12663,11,11
12668,133,133
12672,11,11
12676,12,12
12682,11,11
12683,12,12
12684,11,11
12685,47,47
12688,10,10
12690,13,13
12694,12,12
12696,10,10
12698,12,12
12700,13,13
12701,12,12
12702,11,11
12707,10,10
12711,13,13
12717,11,11
12723,11,11
12724,12,12
12726,13,13
12728,12,12
12731,33,33
12737,11,11
12738,12,12
12742,14,14
12744,5,5
12746,56,56
12747,10,10
12749,11,11
12751,6,6
12752,62,62
12758,10,10
12762,11,11
12765,12,12
12770,75,75
12771,11,11
12772,12,12
12774,113,113
12778,12,12
12779,11,11
12785,12,12
12786,132,132
12787,13,13
12788,10,10
12796,11,11
12798,13,13
12801,10,10
12804,48,48
12807,11,11
12811,11,11
12813,11,11
12814,5,5
12820,10,10
12823,10,10
12824,10,10
12831,13,13
12842,12,12
12846,22,22
12847,10,10
12850,12,12
12851,13,13
12863,11,11
12865,11,11
12866,12,12
12867,10,10
12868,8,8
12869,12,12
12871,11,11
12873,143,143
12875,11,11
12878,11,11
12881,20,20
12883,12,12
12884,13,13
12885,144,144
12890,14,14
12891,12,12
12892,13,13
12903,11,11
12905,10,10
12906,147,147
12908,11,11
12910,94,94
12911,11,11
12912,11,11
12914,12,12
12915,11,11
12917,10,10
12919,9,9
12920,127,127
12921,181,181
12922,105,105
12923,174,174
12924,11,11
12925,20,20
12926,13,13
12927,12,12
12928,12,12
12929,12,12
12930,14,14
12933,11,11
12934,164,164
12936,12,12
12941,21,21
12942,79,79
12945,11,11
12946,71,71
12947,14,14
12949,11,11
12951,13,13
12952,49,49
12954,10,10
12956,13,13
12957,10,10
12958,12,12
12959,12,12
12960,12,12
12961,12,12
12962,10,10
12963,12,12
12965,11,11
12966,10,10
12967,61,61
12968,32,32
12969,57,57
12972,11,11
12974,180,180
12978,10,10
12981,11,11
12982,11,11
12983,5,5
12984,11,11
12985,10,10
12986,73,73
12988,9,9
12989,11,11
12990,11,11
12997,20,10
12999,11,11
13001,11,11
13002,11,11
13004,10,10
13005,11,11
13006,18,18
13010,42,42
13011,70,70
13012,21,21
13013,2,2
13016,20,20
13017,13,13
13021,11,11
13022,12,12
13023,11,11
13024,58,58
13025,181,181
13026,20,20
13028,10,10
13029,12,12
13030,9,9
13032,11,11
13033,14,14
13037,13,13
13038,76,76
13040,195,195
13042,25,25
13043,22,22
13045,10,10
13047,93,93
13048,11,11
13049,12,12
13050,12,12
13051,11,11
13052,10,10
13053,11,11
13054,12,12
13056,11,11
13058,10,10
13060,13,13
13062,9,9
13063,9,9
13064,15,15
13069,12,12
13071,9,9
13074,11,11
13075,12,12
13077,11,11
13082,155,155
13083,17,17
13084,12,12
13085,13,13
13087,210,107
13088,13,13
13089,24,24
13091,189,189
13092,12,12
13093,12,12
13094,22,22
13096,11,11
13097,9,9
13098,10,10
13101,11,11
13106,11,11
13109,13,13
13111,10,10
13112,9,9
13114,13,13
13115,14,14
13118,12,12
13121,13,13
13123,20,20
13124,9,9
13125,10,10
13126,41,41
13127,11,11
13128,48,48
13129,14,14
13130,97,97
13135,12,12
13136,12,12
13137,28,28
13138,12,12
13139,183,183
13141,7,7
13142,11,11
13143,12,12
13145,48,48
13146,55,55
13147,181,181
13148,50,50
13149,18,18
13151,10,10
13153,11,11
13155,188,188
13156,14,14
13157,10,10
13158,11,11
13166,11,11
13167,11,11
13168,12,12
13170,10,10
13171,11,11
13173,10,10
13175,11,11
13178,12,12
13184,12,12
13185,12,12
13186,2,2
13191,2,2
13192,11,11
13193,148,148
13195,11,11
13196,43,43
13197,10,10
13200,13,13
13202,10,10
13203,6,6
13204,13,13
13205,11,11
13209,13,13
13210,3,3
13211,7,7
13212,40,40
13214,10,10
13215,76,76
13218,93,93
13219,12,12
13220,11,11
13222,20,20
13224,9,9
13225,11,11
13227,137,137
13228,13,13
13229,8,8
13230,9,9
13231,11,11
13232,13,13
13233,12,12
13234,15,15
13235,9,9
13237,12,12
13238,13,13
13241,11,11
13243,16,16
13244,11,11
13245,11,11
13248,11,11
13252,10,10
13256,21,21
13258,11,11
13260,139,139
13261,37,37
13263,9,9
13264,11,11
13265,12,12
13267,83,83
13269,11,11
13272,11,11
13274,83,83
13275,11,11
13276,18,18
13280,12,12
13286,2,2
13288,12,12
13292,12,12
13293,11,11
13296,13,13
13302,9,9
13303,10,10
13305,10,10
13307,88,88
13308,13,13
13309,14,14
13312,78,78
13313,6,6
13314,8,8
13317,10,10
13319,12,12
13320,20,20
13321,11,11
13322,10,10
13324,14,14
13326,13,13
13328,10,10
13329,11,11
13330,106,106
13331,78,78
13332,15,15
13334,8,8
13337,20,20
13339,9,9
13340,9,9
13347,6,6
13349,12,12
13350,10,10
13351,20,20
13352,12,12
13355,11,11
13357,11,11
13359,9,9
13361,13,13
13363,13,13
13364,11,11
13365,11,11
13366,21,21
13367,10,10
13370,62,62
13373,10,10
13375,14,14
13377,11,11
13378,11,11
13379,11,11
13380,11,11
13381,13,13
13387,12,12
13388,14,14
13391,10,10
13394,13,13
13396,9,9
13398,11,11
13402,10,10
13403,11,11
13404,11,11
13406,54,54
13407,13,13
13408,10,10
13409,20,20
13410,10,10
13412,17,17
13414,12,12
13418,3,3
13419,71,71
13420,13,13
13423,10,10
13426,20,20
13427,11,11
13428,77,77
13430,11,11
13431,21,21
13432,11,11
13435,10,10
13436,162,162
13437,14,14
13440,11,11
13442,22,22
13445,11,11
13448,12,12
13449,22,22
13451,12,12
13452,10,10
13453,10,10
13456,21,21
13457,10,10
13458,12,12
13459,92,92
13460,52,52
13463,11,11
13464,3,3
13465,143,143
13466,23,23
13468,11,11
13469,111,111
13471,11,11
13472,10,10
13475,12,12
13478,10,10
13479,7,7
13480,10,10
13481,105,105
13485,14,14
13487,50,50
13490,11,11
13492,16,16
13495,11,11
13496,11,11
13497,9,9
13498,31,31
13499,11,11
13501,100,100
13502,38,38
13505,8,8
13507,8,8
13509,13,13
13511,12,12
13513,13,13
13514,12,12
13519,20,20
13523,10,10
13525,10,10
13527,13,13
13528,109,109
13530,62,62
13531,6,6
13533,10,10
13534,12,12
13535,12,12
13536,12,12
13537,15,15
13539,44,44
13542,2,2
13543,64,64
13544,12,12
13546,110,110
13551,10,10
13554,10,10
13556,9,9
13557,11,11
13562,10,10
13563,11,11
13566,103,103
13571,96,96
13572,11,11
13573,125,125
13574,13,13
13575,14,14
13576,38,38
13577,163,163
13580,14,14
13584,12,12
13586,10,10
13587,11,11
13588,11,11
13589,10,10
13590,12,12
13591,14,14
13597,69,69
13598,62,62
13602,11,11
13603,11,11
13604,12,12
13607,13,13
13608,11,11
13609,9,9
13614,11,11
13616,20,20
13618,12,12
13620,12,12
13622,115,115
13624,12,12
13625,12,12
13629,10,10
13631,11,11
13634,11,11
13635,11,11
13644,38,38
13645,92,92
13648,10,10
13661,12,12
13665,11,11
13672,8,8
13674,10,10
13680,12,12
13681,20,20
13682,11,11
13684,11,11
13689,11,11
13693,11,11
13695,12,12
13696,21,21
13697,13,13
13699,11,11
13700,12,12
13712,11,11
13715,10,10
13717,14,14
13722,23,23
13725,11,11
13727,10,10
13730,20,20
13732,76,76
13746,12,12
13760,153,153
13765,10,10
13774,11,11
13778,10,10
13779,14,14
13781,10,10
13783,11,11
13785,11,11
13788,12,12
13793,11,11
13797,130,130
13801,11,11
13802,10,10
13804,12,12
13806,12,12
13815,13,13
13818,68,68
13820,23,23
13822,21,21
13823,10,10
13826,10,10
13827,23,23
13836,12,12
13838,8,8
13841,13,13
13842,3,3
13845,15,15
13846,14,14
13847,13,13
13848,12,12
13849,11,11
13851,10,10
13853,11,11
13854,159,159
13855,12,12
13856,12,12
13858,10,10
13859,11,11
13861,14,14
13862,10,10
13868,12,12
13871,11,11
13875,31,31
13880,11,11
13881,12,12
13882,36,36
13888,12,12
13889,10,10
13890,5,5
13900,11,11
13901,10,10
13902,11,11
13909,115,115
13910,135,135
13914,9,9
13919,12,12
13920,11,11
13921,13,13
13924,12,12
13933,52,52
13936,12,12
13940,12,12
13941,9,9
13942,10,10
13946,12,12
13956,13,13
13960,21,21
13963,12,12
13964,12,12
13965,12,12
13967,12,12
13970,12,12
13984,11,11
13990,11,11
13991,12,12
14001,8,8
14002,22,22
14006,8,8
14007,121,121
14010,37,37
14011,11,11
14012,11,11
14015,12,12
14016,66,66
14017,10,10
14018,12,12
14019,66,66
14020,11,11
14023,10,10
14026,12,12
14028,11,11
14030,11,11
14032,11,11
14033,14,14
14034,6,6
14035,22,12
14038,20,20
14040,11,11
14042,11,11
14044,12,12
14046,11,11
14047,11,11
14049,11,11
14050,12,12
14051,46,46
14052,20,20
14054,10,10
14057,10,10
14058,10,10
14059,11,11
14060,12,12
14062,12,12
14063,9,9
14064,10,10
14065,12,12
14066,24,24
14069,9,9
14070,11,11
14071,10,10
14072,15,15
14073,19,19
14074,21,21
14077,9,9
14078,13,13
14079,11,11
14080,130,130
14081,12,12
14082,11,11
14083,12,12
14085,14,14
14086,10,10
14087,10,10
14090,10,10
14091,12,12
14092,12,12
14093,171,171
14094,174,174
14096,164,164
14097,140,140
14098,13,13
14099,11,11
14101,14,14
14103,12,12
14105,12,12
14112,12,12
14114,11,11
14115,10,10
14116,12,12
14119,12,12
14122,11,11
14123,78,78
14125,21,21
14126,11,11
14128,13,13
14129,11,11
14131,11,11
14133,12,12
14134,5,5
14138,11,11
14139,6,6
14140,12,12
14143,20,20
14146,109,109
14153,14,14
14154,12,12
14158,9,9
14160,13,13
14162,53,53
14163,11,11
14164,15,15
14166,113,113
14168,11,11
14169,9,9
14170,55,55
14171,34,34
14173,17,17
14174,47,47
14176,10,10
14179,10,10
14181,11,11
14183,10,10
14184,10,10
14185,32,32
14194,9,9
14195,11,11
14198,14,14
14199,10,10
14202,24,12
14204,10,10
14208,11,11
14209,16,16
14213,13,13
14216,11,11
14217,10,10
14220,13,13
14221,41,41
14222,13,13
14224,158,158
14226,111,57
14232,96,96
14233,10,10
14240,28,28
14241,11,11
14242,12,12
14244,9,9
14246,30,30
14248,97,97
14249,10,10
14252,12,12
14254,13,13
14255,12,12
14256,7,7
14258,12,12
14259,11,11
14260,11,11
14261,23,23
14264,22,22
14265,10,10
14266,12,12
14267,12,12
14270,12,12
14271,12,12
14272,8,8
14279,60,60
14282,11,11
14286,10,10
14289,11,11
14291,14,14
14293,8,8
14294,11,11
14297,11,11
14299,12,12
14300,10,10
14302,10,10
14304,15,15
14306,165,165
14307,10,10
14308,15,15
14309,11,11
14310,11,11
14312,10,10
14313,13,13
14314,10,10
14316,10,10
14318,14,14
14319,11,11
14320,98,98
14321,10,10
14323,13,13
14325,12,12
14326,21,21
14327,12,12
14328,12,12
14329,13,13
14330,52,52
14334,10,10
14336,6,6
14339,16,16
14340,22,12
14341,10,10
14342,10,10
14343,11,11
14346,12,12
14347,11,11
14348,154,154
14349,12,12
14350,11,11
14352,11,11
14353,12,12
14357,12,12
14358,24,24
14359,12,12
14360,23,23
14361,114,114
14364,10,10
14365,11,11
14366,18,18
14367,11,11
14370,11,11
14373,11,11
14374,11,11
14375,11,11
14376,10,10
14378,10,10
14382,14,14
14384,7,7
14385,20,20
14386,8,8
14388,29,29
14389,32,32
14391,164,164
14396,12,12
14397,12,12
14398,12,12
14399,12,12
14400,11,11
14401,11,11
14405,12,12
14406,11,11
14408,19,19
14412,10,10
14414,10,10
14415,12,12
14416,11,11
14418,5,5
14422,11,11
14423,20,20
14424,10,10
14425,10,10
14427,66,66
14428,13,13
14429,11,11
14430,11,11
14435,27,27
14436,12,12
14437,26,26
14439,10,10
14441,11,11
14442,83,83
14443,20,20
14445,49,49
14451,10,10
14452,44,44
14453,13,13
14454,12,12
14456,13,13
14458,11,11
14460,2,2
14461,11,11
14462,119,119
14463,148,148
14464,2,2
14465,12,12
14466,6,6
14470,11,11
14472,12,12
14475,12,12
14481,11,11
14483,3,3
14487,14,14
14490,13,13
14497,20,20
14498,15,15
14499,11,11
14500,11,11
14501,10,10
14502,14,14
14504,11,11
14505,10,10
14507,13,13
14508,11,11
14509,60,60
14510,107,107
14511,12,12
14513,35,35
14514,10,10
14515,11,11
14516,11,11
14518,12,12
14520,111,111
14522,10,10
14527,11,11
14529,93,93
14530,35,35
14532,14,14
14533,21,21
14537,11,11
14538,11,11
14540,12,12
14541,12,12
14542,11,11
14543,122,122
14544,141,141
14545,10,10
14546,7,7
14547,13,13
14550,150,150
14552,11,11
14553,132,132
14554,101,101
14555,14,14
14556,11,11
14557,10,10
14558,10,10
14559,11,11
14560,69,69
14561,22,22
14563,12,12
14564,16,16
14568,11,11
14570,11,11
14571,13,13
14573,11,11
14574,11,11
14575,12,12
14576,10,10
14577,12,12
14581,7,7
14582,11,11
14583,22,22
14584,11,11
14586,12,12
14587,12,12
14588,12,12
14589,97,97
14590,20,20
14591,10,10
14592,13,13
14598,10,10
14599,11,11
14601,32,32
14602,11,11
14603,26,26
14605,14,14
14606,12,12
14607,9,9
14609,24,12
14611,11,11
14613,12,12
14615,10,10
14617,11,11
14618,11,11
14619,11,11
14620,50,50
14624,15,15
14625,10,10
14626,17,17
14628,12,12
14630,13,13
14631,13,13
14633,21,21
14634,2,2
14635,109,109
14637,21,21
14638,10,10
14640,11,11
14641,36,36
14642,12,12
14643,16,16
14646,10,10
14647,114,114
14649,11,11
14650,13,13
14653,51,51
14654,10,10
14656,10,10
14658,20,20
14659,72,72
14660,9,9
14661,12,12
14663,11,11
14664,13,13
14667,206,61
14669,44,44
14671,11,11
14672,5,5
14674,65,65
14675,33,33
14679,5,5
14680,11,11
14683,20,20
14684,11,11
14685,12,12
14686,12,12
14689,10,10
14690,12,12
14691,11,11
14692,10,10
14696,11,11
14698,38,38
14699,10,10
14701,12,12
14706,42,42
14707,13,13
14710,10,10
14711,10,10
14714,2,2
14716,19,19
14718,20,20
14720,11,11
14721,11,11
14724,10,10
14725,12,12
14726,10,10
14727,42,42
14728,51,51
14729,12,12
14731,12,12
14733,9,9
14734,11,11
14736,14,14
14737,71,71
14738,12,12
14741,93,93
14744,12,12
14745,11,11
14746,15,15
14749,141,141
14750,8,8
14752,24,24
14756,12,12
14757,13,13
14759,78,78
14761,13,13
14763,12,12
14766,11,11
14767,11,11
14769,12,12
14770,44,44
14773,11,11
14776,11,11
14777,2,2
14778,8,8
14782,11,11
14783,111,111
14785,11,11
14786,9,9
14787,11,11
14788,11,11
14791,13,13
14792,12,12
14794,82,82
14795,10,10
14798,10,10
14799,10,10
14800,22,11
14802,13,13
14803,9,9
14804,87,87
14806,12,12
14807,26,26
14810,11,11
14816,11,11
14817,160,160
14819,11,11
14820,11,11
14821,10,10
14822,12,12
14823,12,12
14824,5,5
14825,11,11
14827,2,2
14828,11,11
14831,11,11
14832,137,137
14834,74,74
14835,12,12
14836,6,6
14837,116,116
14839,16,16
14841,11,11
14842,14,14
14843,13,13
14844,22,11
14845,13,13
14846,16,5
14848,140,140
14851,11,11
14853,12,12
14854,12,12
14855,10,10
14857,83,83
14860,10,10
14861,36,36
14862,11,11
14863,11,11
14864,79,79
14867,51,51
14868,156,156
14870,22,22
14871,11,11
14872,5,5
14873,9,9
14874,11,11
14875,13,13
14877,11,11
14878,11,11
14879,40,40
14880,11,11
14881,11,11
14884,13,13
14887,16,16
14888,11,11
14893,21,21
14894,67,67
14895,22,22
14900,13,13
14902,10,10
14904,6,6
14907,24,24
14908,12,12
14909,10,10
14911,11,11
14912,76,76
14913,10,10
14914,11,11
14915,11,11
14916,11,11
14919,70,70
14920,11,11
14922,12,12
14923,17,17
14924,12,12
14928,13,13
14929,14,14
14930,11,11
14932,12,12
14933,139,139
14934,21,21
14935,29,29
14936,11,11
14937,11,11
14938,14,14
14939,9,9
14940,11,11
14942,13,13
14944,13,13
14945,96,96
14948,11,11
14950,22,22
14954,50,50
14956,15,15
14958,12,12
14959,10,10
14960,11,11
14961,10,10
14962,12,12
14963,14,14
14965,12,12
14966,62,62
14967,13,13
14968,12,12
14969,10,10
14972,11,11
14975,47,47
14978,13,13
14980,19,19
14981,30,30
14983,11,11
14987,7,7
14988,10,10
14989,12,12
14990,147,147
14992,174,174
14993,11,11
14994,11,11
14996,9,9
14997,11,11
14998,11,11
15001,10,10
15002,31,31
15004,74,74
15008,23,23
15009,25,13
15014,12,12
15018,23,23
15019,49,49
15021,22,22
15022,11,11
15023,12,12
15025,9,9
15028,11,11
15030,11,11
15031,10,10
15032,11,11
15033,120,120
15034,137,99
15035,19,19
15038,14,14
15042,11,11
15043,13,13
15047,11,11
15049,2,2
15050,12,12
15051,41,41
15053,61,61
15060,14,14
15061,10,10
15062,40,40
15063,11,11
15064,11,11
15067,13,13
15072,11,11
15073,12,12
15078,30,30
15081,13,13
15082,2,2
15084,11,11
15085,2,2
15092,12,12
15093,12,12
15094,35,35
15095,5,5
15096,30,30
15097,12,12
15098,13,13
15099,10,10
15100,12,12
15101,15,15
15102,60,60
15103,74,74
15104,10,10
15108,11,11
15110,10,10
15111,11,11
15112,26,26
15113,99,99
15116,14,14
15117,10,10
15118,62,62
15119,52,52
15121,6,6
15124,47,47
15125,10,10
15129,141,141
15131,10,10
15132,10,10
15133,200,200
15134,8,8
15137,11,11
15140,11,11
15141,45,45
15142,13,13
15143,12,12
15144,12,12
15147,9,9
15148,21,21
15149,10,10
15152,12,12
15155,11,11
15156,10,10
15159,11,11
15161,12,12
15164,10,10
15165,19,19
15167,11,11
15168,10,10
15169,10,10
15170,10,10
15172,20,20
15173,20,20
15177,12,12
15181,101,101
15184,10,10
15187,4,4
15189,11,11
15191,100,100
15192,36,36
15193,11,11
15194,12,12
15197,11,11
15198,92,37
15200,10,10
15201,12,12
15202,75,75
15203,21,21
15204,10,10
15205,12,12
15206,11,11
15207,11,11
15208,13,13
15209,11,11
15210,11,11
15212,28,28
15214,14,14
15215,22,22
15219,11,11
15220,10,10
15222,54,54
15223,37,37
15224,133,65
15225,13,13
15226,12,12
15228,55,55
15230,10,10
15231,21,21
15232,23,23
15234,41,41
15235,158,158
15237,10,10
15241,13,13
15242,12,12
15243,10,10
15250,12,12
15257,11,11
15258,12,12
